ZONE_ID;STADSDELEN;BC;GEBIED_ACTWAG;ZONE_VENOM;GEM2014;GEMEENTE;BUURT_ZONENAAM;PC4;LAND;PROV;COROP;HAVEN_IND;XCOORD;YCOORD;OPP;HUISH;INK_GEM;ACT_WAG;INWONERS;M_00_05;M_06_11;M_12_14;M_15_17;M_18_34;M_35_54;M_55_64;M_65_74;M_75_EO;V_00_05;V_06_11;V_12_14;V_15_17;V_18_34;V_35_54;V_55_64;V_65_74;V_75_EO;BBV_MAN;WERKZ_M;PT_MAN;BBV_VROUW;WERKZ_V;PT_VROUW;HOWEEK;MBOWEEK;HOWKND;MBOWKND;BANENTOT2;ZELFST;BANENTOT;LANDBOUW;INDUSTRIE;DETAIL;DIENSTEN;OVERHEID;OVERIG;BASIS_OW;SPEC_OW;VOORTG_OW;MBO;HBO_WO;hotelbedden;PT_KP;PZT_H;PZT_B;AVert;AAank;
2682;12;Z99z;0;1109;362;Amstelveen;Langerhuize;1186;1;7;23;0;119907;478660;43;631;37622;561;1130;40;12;6;3;160;123;54;69;77;35;18;7;3;155;104;58;72;134;273;263;20;241;229;91;20;13;0;0;5469;189;5658;0;5;34;3615;2;2002;0;0;0;0;0;0;0;0.0;0.0;1;1;
2683;12;Z99z;0;1110;362;Amstelveen;Alpen_Rondwegbuurt;1186;1;7;23;0;119516;478319;15;737;37622;655;1564;52;57;26;21;141;162;91;65;74;59;49;28;26;159;213;105;89;147;320;307;23;281;267;106;25;16;0;0;274;100;374;2;5;10;204;1;152;0;0;0;0;0;0;0;0.0;0.0;1;1;
2684;12;Z99z;0;1111;362;Amstelveen;In_de_Wolkenbuurt;1186;1;7;23;0;119859;478143;19;911;37622;811;1596;43;44;12;16;161;198;68;83;96;40;43;18;13;200;190;81;120;170;395;380;28;347;330;132;30;19;0;0;658;119;777;0;38;363;149;24;203;273;0;0;0;0;0;100;0.0;0.0;1;1;
2685;12;Z99z;0;1112;362;Amstelveen;Kringloopbuurt;1186;1;7;23;0;119734;477623;25;799;37622;697;1462;56;34;20;12;149;158;84;80;94;52;40;13;19;138;164;91;107;151;346;334;26;305;290;115;27;18;0;0;162;92;254;0;12;8;112;15;107;100;0;0;0;0;0;0;0.0;0.0;1;1;
2686;12;Z99z;0;1113;362;Amstelveen;Watercirkelbuurt;1186;1;7;23;0;119340;477759;28;1176;37622;1044;2145;68;64;21;28;219;252;115;104;130;54;54;25;32;240;246;135;145;213;510;491;37;449;426;170;39;26;1;0;340;130;470;0;18;13;170;1;268;0;0;0;0;0;0;0;0.0;0.0;1;1;
2687;12;Z99z;0;1114;362;Amstelveen;Nes_aan_de_Amstel_5;1186;1;7;23;0;120500;478499;33;6;37622;5;70;0;0;0;0;1;2;0;1;8;0;0;0;0;3;0;0;6;49;3;2;0;2;2;1;0;0;0;0;1251;7;1258;0;0;12;831;0;415;0;0;0;0;0;0;0;0.0;0.0;1;1;
2688;12;Z99z;0;1115;362;Amstelveen;Nes_aan_de_Amstel_6;1184;1;7;23;0;120909;478408;22;55;79978;85;131;3;3;0;3;15;19;8;7;5;3;8;4;4;15;19;7;3;5;35;34;2;30;28;12;6;0;0;0;450;26;476;0;11;2;262;0;201;0;0;0;0;0;0;0;0.0;0.0;1;1;
2689;12;Z99z;0;1116;362;Amstelveen;Beroepenbuurt;1188;1;7;23;0;118165;477451;27;675;46006;658;1568;59;47;25;24;136;190;127;130;35;52;59;23;25;147;189;168;100;32;366;353;29;325;307;128;32;13;0;0;485;114;599;0;86;4;76;3;430;0;0;0;0;0;0;0;0.0;0.0;1;1;
2690;12;Z99z;0;1117;362;Amstelveen;Hemellichamenbuurt;1188;1;7;23;0;118777;477345;30;870;46006;846;1734;47;57;20;21;178;211;120;91;64;43;67;29;31;161;249;147;124;74;472;453;37;419;396;164;42;18;0;1;420;82;502;0;13;180;60;121;128;1115;0;0;0;0;0;0;0.0;0.0;1;1;
2691;12;Z99z;0;1118;362;Amstelveen;Hemellichamenbuurt_2;1188;1;7;23;0;118534;476802;16;485;46006;472;923;24;22;9;8;111;96;70;77;23;27;29;8;15;105;113;87;77;22;262;252;21;233;221;91;23;10;0;0;1102;72;1174;0;14;4;519;2;635;0;0;0;0;0;0;0;0.0;0.0;1;1;
2692;12;Z99z;0;1119;362;Amstelveen;Molenbuurt;1188;1;7;23;0;118021;477008;48;1337;46006;1302;2879;108;102;35;37;290;307;259;160;84;111;64;36;31;300;338;285;163;169;725;697;57;644;610;252;63;26;0;1;315;186;501;0;34;12;189;6;260;0;0;0;0;0;0;0;0.0;0.0;1;1;
2693;12;Z99z;0;1120;362;Amstelveen;Punterbuurt;1186;1;7;23;0;119147;477206;20;836;47201;746;1683;55;52;23;24;159;218;79;116;92;44;44;19;21;172;215;94;148;108;443;426;36;376;355;149;34;22;1;0;106;105;211;0;14;3;73;0;121;0;0;0;0;0;0;0;0.0;0.0;1;1;
2694;12;Z99z;0;1121;362;Amstelveen;Punterbuurt_2;1186;1;7;23;0;119532;477104;13;318;47201;282;735;25;27;7;12;54;90;40;53;52;29;23;12;12;47;96;45;59;52;168;162;13;143;135;57;14;8;1;0;54;61;115;0;12;2;53;1;47;0;0;0;0;0;0;0;0.0;0.0;1;1;
2695;12;Z99z;0;1122;362;Amstelveen;Galjoenbuurt;1186;1;7;23;0;119440;476592;20;421;47201;376;1058;27;50;23;20;75;133;103;83;18;38;37;15;20;72;149;109;71;15;223;214;18;190;180;75;17;11;1;0;147;78;225;0;9;1;160;0;55;0;0;0;0;0;0;0;0.0;0.0;1;1;
2696;12;Z99z;0;1123;362;Amstelveen;Augustinuspark;1185;1;7;23;0;118895;478463;20;791;38623;962;1440;52;40;21;24;150;205;70;63;55;47;46;19;17;158;215;100;68;90;418;402;30;366;348;140;28;21;1;0;296;94;390;0;19;106;139;4;122;0;0;0;0;0;0;0;0.0;0.0;1;1;
2697;12;Z99z;0;1124;362;Amstelveen;Galjoenbuurt_2;1186;1;7;23;0;118972;476731;39;1263;47201;1127;2647;93;88;42;46;227;322;191;214;77;89;75;35;50;224;346;222;207;99;668;644;54;567;537;226;53;33;2;0;233;181;414;0;39;47;146;2;180;0;0;0;0;0;0;0;0.0;0.0;1;1;
2698;12;Z99z;0;1125;362;Amstelveen;Augustinuspark_2;1185;1;7;23;0;119285;478572;26;1064;38623;1295;2095;77;58;31;28;294;306;90;81;73;95;54;20;19;301;254;112;95;107;563;542;40;493;467;188;36;29;2;0;268;141;409;0;25;25;231;7;121;0;0;0;0;0;0;0;0.0;0.0;1;1;
2699;12;Z99z;0;1126;362;Amstelveen;Legmeerpolder_2;1187;1;7;23;0;115534;475570;208;108;68714;103;272;4;9;5;8;32;38;23;12;12;7;6;2;9;26;37;13;16;13;76;72;5;56;54;23;11;1;0;0;579;46;625;143;82;4;54;34;308;399;0;0;0;0;0;0;0.0;0.0;1;1;
2700;12;Z99z;0;1127;451;Uithoorn;Langs_de_Vuurlinie;1421;1;7;23;0;115522;472892;56;401;55202;518;1024;55;39;19;19;94;155;52;34;31;55;43;18;23;98;158;51;47;33;246;238;21;200;192;86;35;19;0;0;166;56;222;14;67;10;30;1;100;0;0;0;0;0;0;0;0.0;0.0;1;1;
2701;12;Z99z;0;1128;451;Uithoorn;Meerwijk;1423;1;7;23;0;116045;471415;29;246;55925;321;618;12;21;10;13;51;80;59;44;21;17;22;6;7;45;91;55;42;22;151;145;13;123;118;53;23;12;0;0;32;33;65;0;7;0;25;0;33;0;0;0;0;0;0;0;0.0;0.0;1;1;
2702;12;Z99z;0;1129;451;Uithoorn;Meerwijk_2;1424;1;7;23;0;114666;472560;34;644;51778;933;1616;62;57;31;43;173;230;119;63;36;46;54;35;30;189;239;92;65;52;406;391;33;314;301;134;42;24;2;0;208;104;312;34;46;20;65;1;146;0;0;0;0;0;0;0;0.0;0.0;1;1;
2703;12;Z99z;0;1130;451;Uithoorn;Meerwijk_3;1424;1;7;23;0;114131;472753;30;654;51778;951;1512;41;34;17;32;151;190;126;90;52;38;47;28;27;151;223;110;94;61;413;398;34;319;305;136;43;24;2;0;172;67;239;26;22;3;40;32;116;314;0;0;0;0;0;0;0.0;0.0;1;1;
2704;12;Z99z;0;1131;451;Uithoorn;Langs_de_Vuurlinie_2;1424;1;7;23;0;114656;473291;80;70;51778;97;213;6;8;6;10;19;38;14;10;4;7;12;3;4;17;32;9;9;5;44;43;3;35;33;14;4;2;0;0;72;20;92;20;5;2;19;0;46;0;0;0;0;0;0;0;0.0;0.0;1;1;
2705;12;Z99z;0;1132;451;Uithoorn;Glastuinbouwgebied;1424;1;7;23;0;113535;472773;53;13;51778;19;28;0;0;0;1;2;5;0;2;3;1;0;1;1;0;4;1;2;5;8;8;1;6;6;3;1;0;0;0;171;6;177;112;42;0;10;0;13;0;0;0;0;0;0;0;0.0;0.0;1;1;
2706;12;Z99z;0;1133;451;Uithoorn;Glastuinbouwgebied_2;1424;1;7;23;0;113188;473161;48;15;51778;22;35;1;1;0;0;1;7;2;6;1;2;3;0;0;0;5;2;4;0;10;9;1;7;7;3;1;0;0;0;423;6;429;184;0;1;2;0;242;0;0;0;0;0;0;0;0.0;0.0;1;1;
2707;12;Z99z;0;1134;451;Uithoorn;Veilinggebied;1424;1;7;23;0;114439;474260;137;58;51778;84;122;4;5;5;0;17;22;7;6;3;6;6;0;2;8;18;4;5;4;36;35;3;28;26;12;4;2;0;0;2123;37;2160;83;37;10;136;0;1894;0;0;0;0;0;0;0;0.0;0.0;1;1;
2708;12;Z99z;0;1135;451;Uithoorn;Langs_de_Vuurlinie_3;1424;1;7;23;0;113582;473660;92;15;50413;22;45;1;1;1;0;6;6;2;3;2;1;1;1;0;7;8;3;1;1;10;9;1;7;7;3;1;0;0;0;26;4;30;0;2;0;9;0;19;0;0;0;0;0;0;0;0.0;0.0;1;1;
2709;12;Z99z;0;1136;451;Uithoorn;Veenweidegebied;1424;1;7;23;0;114755;471781;155;0;42143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;
2710;12;Z99z;0;1137;451;Uithoorn;Bedrijventerrein;1422;1;7;23;0;117553;472316;32;138;39803;145;344;12;8;6;2;39;50;30;15;10;17;8;10;6;39;45;22;15;10;69;67;6;57;54;24;6;4;0;0;1797;54;1851;2;1037;10;499;1;302;0;0;0;0;0;0;0;0.0;0.0;1;1;
2711;12;Z99z;0;1138;451;Uithoorn;Zijdelwaard;1422;1;7;23;0;117375;473135;44;838;39884;995;1843;49;78;42;43;160;217;109;103;76;51;64;38;29;148;253;137;130;116;415;401;34;339;324;143;40;30;0;0;206;76;282;0;49;11;74;1;147;0;0;0;0;0;0;0;0.0;0.0;1;1;
2712;12;Z99z;0;1139;451;Uithoorn;Bedrijventerrein_2;1422;1;7;23;0;118058;472698;35;24;40099;28;51;2;4;2;0;3;7;5;2;3;2;1;1;0;6;7;3;1;2;12;11;1;10;9;4;1;1;0;0;374;67;441;1;128;19;160;1;132;0;0;0;0;0;0;0;0.0;0.0;1;1;
2713;12;Z99z;0;1140;451;Uithoorn;Veenweidegebied_2;1424;1;7;23;0;112620;470699;357;295;51778;433;686;15;23;13;15;60;97;63;43;32;11;21;19;14;47;94;45;47;27;186;180;15;144;138;61;21;11;1;0;353;68;421;203;75;23;45;1;74;0;0;0;0;0;0;0;0.0;0.0;1;1;
2714;12;Z99z;0;1141;451;Uithoorn;Glastuinbouwgebied_3;1424;1;7;23;0;111847;471388;284;80;51778;117;213;2;6;6;9;25;31;16;13;6;4;10;2;5;15;37;11;9;6;50;48;4;39;38;16;5;3;0;0;532;23;555;313;14;0;9;0;219;0;0;0;0;0;0;0;0.0;0.0;1;1;
2715;12;Z99z;0;1142;451;Uithoorn;Bedrijventerrein_3;1422;1;7;23;0;117646;472852;18;0;42143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;552;39;591;2;242;3;141;0;203;0;0;0;0;0;0;0;0.0;0.0;1;1;
2716;12;Z99z;0;1143;451;Uithoorn;Bedrijventerrein_4;1422;1;7;23;0;117051;472496;26;1;40099;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;6;386;0;341;33;2;0;10;0;0;0;0;0;0;0;0.0;0.0;1;1;
2717;12;Z99z;0;1144;451;Uithoorn;Zijdelwaard_2;1422;1;7;23;0;116991;473410;35;941;39868;1114;2105;69;74;38;31;199;224;94;102;158;61;70;39;42;171;236;109;121;267;467;450;38;380;363;161;45;34;0;0;893;85;978;0;128;372;94;52;332;446;0;0;0;0;0;0;0.0;0.0;1;1;
2718;12;Z99z;0;1145;451;Uithoorn;Zijdelwaard_3;1422;1;7;23;0;116697;472891;16;459;39864;547;957;31;29;19;16;83;108;51;40;63;25;30;21;14;79;124;49;41;134;227;220;18;186;177;78;22;17;0;0;47;48;95;1;21;4;26;0;43;0;0;0;0;0;0;0;0.0;0.0;1;1;
2719;12;Z99z;0;1146;451;Uithoorn;Zijdelwaard_4;1422;1;7;23;0;116428;473180;16;410;39836;489;896;31;33;17;13;101;105;64;35;44;25;19;15;16;86;115;47;44;86;203;196;16;166;159;70;20;15;0;0;64;54;118;0;25;11;31;0;51;0;0;0;0;0;0;0;0.0;0.0;1;1;
2720;12;Z99z;0;1147;451;Uithoorn;Zijdelwaard_5;1422;1;7;23;0;116623;473650;21;531;39896;632;1247;38;43;24;30;128;171;70;55;60;30;47;23;24;138;166;72;65;63;263;254;21;215;205;91;25;19;0;0;65;66;131;0;25;17;37;1;51;0;0;0;0;0;0;0;0.0;0.0;1;1;
2721;12;Z99z;0;1148;451;Uithoorn;Dorpscentrumcentrum;1421;1;7;23;0;117104;471865;12;422;38619;459;747;16;17;7;10;104;131;53;30;19;21;24;3;12;99;108;48;26;19;232;225;18;190;182;80;21;16;1;0;516;72;588;0;16;84;60;6;422;0;0;0;0;0;0;0;0.0;0.0;1;1;
2722;12;Z99z;0;1149;451;Uithoorn;Langs_de_Vuurlinie_4;1421;1;7;23;0;116325;472128;35;142;41702;159;338;8;8;1;5;38;51;27;24;9;5;4;4;4;36;53;23;21;17;80;77;6;65;62;28;8;5;0;0;739;34;773;0;35;316;74;222;126;0;0;0;0;0;0;0;0.0;0.0;1;1;
2723;12;Z99z;0;1150;451;Uithoorn;Thamerdal;1421;1;7;23;0;116762;472251;31;878;38619;968;1899;50;81;39;39;180;222;114;111;81;43;68;29;41;172;270;133;123;103;483;468;38;395;378;167;44;34;1;0;204;78;282;0;39;29;57;47;110;405;0;0;0;0;0;0;0.0;0.0;1;1;
2724;12;Z99z;0;1151;451;Uithoorn;Thamerdal_2;1421;1;7;23;0;116326;472740;25;596;38619;654;1321;38;42;30;30;141;174;77;52;43;35;43;30;35;128;191;87;50;95;328;317;26;268;256;113;30;23;1;0;166;61;227;0;14;9;43;92;69;0;0;805;0;0;0;0;0.0;0.0;1;1;
2725;12;Z99z;0;1152;451;Uithoorn;Legmeer;1422;1;7;23;0;115987;473490;35;941;46146;1119;2055;46;68;32;33;218;296;160;98;82;52;68;30;31;178;283;153;128;99;568;551;43;452;432;189;49;32;1;0;305;111;416;0;27;64;49;196;80;0;0;1692;0;0;0;0;0.0;0.0;1;1;
2726;12;Z99z;0;1153;451;Uithoorn;Legmeer_2;1422;1;7;23;0;116224;473850;29;915;46146;1087;2081;68;78;36;37;202;303;123;107;85;73;74;26;39;186;305;125;125;89;552;535;42;439;421;184;48;31;1;0;70;131;201;4;39;19;62;6;71;0;0;0;0;0;0;0;0.0;0.0;1;1;
2727;12;Z99z;0;1154;451;Uithoorn;Legmeer_3;1422;1;7;23;0;115497;473933;71;588;46146;672;1557;92;93;30;22;127;288;65;39;17;91;82;24;24;162;288;52;41;20;356;344;27;283;271;118;30;19;1;0;160;88;248;2;24;2;45;79;96;749;160;102;0;0;0;0;0.0;0.0;1;1;
2728;12;Z99z;0;1155;451;Uithoorn;Legmeer_4;1421;1;7;23;0;115689;473119;23;464;38619;488;1083;35;29;28;25;95;195;78;35;21;30;46;26;21;106;188;72;31;22;257;248;19;210;201;89;23;17;1;0;330;60;390;5;26;20;50;9;280;0;0;0;0;0;0;0;0.0;0.0;1;1;
2729;12;Z99z;0;1156;451;Uithoorn;Meerwijk_4;1423;1;7;23;0;116682;471681;9;376;55925;491;750;17;28;11;15;63;86;62;51;34;19;21;9;4;58;92;72;48;60;230;222;20;189;180;81;35;18;1;0;24;26;50;0;2;3;12;0;33;0;0;0;0;0;0;0;0.0;0.0;1;1;
2730;12;Z99z;0;1157;451;Uithoorn;Meerwijk_5;1423;1;7;23;0;116074;471892;19;288;55925;376;701;21;20;10;14;61;72;77;47;29;17;24;7;11;58;92;69;51;21;175;169;15;144;137;62;27;14;0;0;106;47;153;0;7;8;36;48;54;571;0;0;0;0;0;0;0.0;0.0;1;1;
2731;12;Z99z;0;1158;451;Uithoorn;Meerwijk_6;1423;1;7;23;0;115740;472014;21;439;55925;573;1106;33;29;22;31;118;182;105;40;12;27;27;17;32;96;197;87;38;13;268;259;23;220;210;95;40;21;1;0;21;53;74;0;9;1;19;1;44;0;0;0;0;0;0;0;0.0;0.0;1;1;
2732;12;Z99z;0;1159;451;Uithoorn;Meerwijk_7;1423;1;7;23;0;116402;471835;17;448;55925;585;1074;29;31;19;25;113;128;103;60;19;30;33;17;19;97;149;118;60;24;274;265;24;225;214;97;41;21;1;0;37;43;80;0;12;1;32;1;34;0;0;0;0;0;0;0;0.0;0.0;1;1;
2733;12;Z99z;0;1160;451;Uithoorn;Meerwijk_8;1423;1;7;23;0;115387;472121;27;572;55925;747;1421;46;46;21;38;139;178;122;67;40;52;36;29;28;134;221;102;70;52;349;338;30;288;274;124;53;27;1;0;61;74;135;0;13;0;64;1;57;0;0;0;0;0;0;0;0.0;0.0;1;1;
2734;12;Z99z;0;1161;358;Aalsmeer;Bovenlanden;1432;1;7;23;0;112998;476776;101;240;54211;393;534;17;10;4;7;62;70;51;41;21;11;11;5;6;50;71;37;38;22;175;174;21;134;133;68;11;7;0;0;429;53;482;25;100;22;92;0;243;0;0;0;0;0;0;0;0.0;0.0;1;1;
2735;12;Z99z;0;1162;358;Aalsmeer;Hornmeer;1432;1;7;23;0;114466;475210;48;33;54232;51;87;1;4;3;4;9;14;5;4;3;2;3;2;2;6;14;3;4;4;23;23;3;17;17;9;1;1;0;0;519;18;537;0;9;2;20;0;506;0;0;0;0;0;0;0;0.0;0.0;1;1;
2736;12;Z99z;0;1163;358;Aalsmeer;Oosteinde;1432;1;7;23;0;115368;476737;22;491;56929;733;1487;53;103;52;38;107;290;70;28;8;64;97;45;32;106;302;56;26;10;345;342;38;306;303;158;36;18;0;0;41;81;122;1;10;8;60;1;42;0;0;0;0;0;0;0;0.0;0.0;1;1;
2737;12;Z99z;0;1164;358;Aalsmeer;Greenpark;1432;1;7;23;0;113462;476376;120;203;54232;286;494;12;13;9;7;61;60;39;34;19;18;13;11;4;47;64;38;27;18;129;128;16;99;98;50;8;5;0;0;675;66;741;32;86;97;88;1;437;0;0;0;0;0;0;0;0.0;0.0;1;1;
2738;12;Z99z;0;1165;358;Aalsmeer;Oosteinde_2;1432;1;7;23;0;114839;476427;33;692;56929;1090;1795;60;87;38;44;120;290;81;78;55;64;99;45;36;140;304;78;109;67;510;506;57;452;447;234;54;27;0;0;327;91;418;7;22;151;51;100;87;1022;0;0;0;0;0;0;0.0;0.0;1;1;
2739;12;Z99z;0;1166;358;Aalsmeer;Oosteinde_3;1432;1;7;23;0;114643;477202;40;160;56929;248;374;10;13;5;11;33;51;37;28;16;5;6;7;8;28;47;31;19;19;116;115;13;103;102;53;12;6;0;0;264;70;334;6;104;23;76;1;124;0;0;0;0;0;0;0;0.0;0.0;1;1;
2740;12;Z99z;0;1167;358;Aalsmeer;Oosteinde_4;1432;1;7;23;0;115850;477536;86;229;56929;249;544;13;19;9;13;56;63;53;24;25;8;11;14;13;55;72;42;29;25;162;159;17;142;140;70;16;8;0;0;549;45;594;32;188;141;88;7;138;0;0;0;0;0;0;0;0.0;0.0;1;1;
2741;12;Z99z;0;1168;358;Aalsmeer;Schinkelpolder;1432;1;7;23;0;115691;478054;55;150;56929;231;329;7;7;3;5;28;40;34;22;22;8;4;6;5;35;38;32;20;13;109;108;12;96;95;50;11;6;0;0;69;40;109;11;22;1;29;0;46;0;0;0;0;0;0;0;0.0;0.0;1;1;
2742;12;Z99z;0;1169;358;Aalsmeer;Schinkelpolder_2;1432;1;7;23;0;115398;478875;223;48;56929;75;99;3;2;1;1;9;15;7;11;2;2;2;2;0;11;11;8;10;2;35;34;4;31;30;17;4;2;0;0;571;18;589;55;35;5;39;1;454;0;0;0;0;0;0;0;0.0;0.0;1;1;
2743;12;Z99z;0;1170;358;Aalsmeer;Greenpark_2;1432;1;7;23;0;113941;475829;105;107;54232;163;264;9;12;4;7;20;44;18;19;9;8;8;5;6;25;32;13;14;11;73;72;9;56;56;28;5;3;0;0;843;47;890;8;369;10;221;0;282;0;0;0;0;0;0;0;0.0;0.0;1;1;
2744;12;Z99z;0;1171;358;Aalsmeer;Uiterweg;1431;1;7;23;0;109010;473531;1267;454;61693;583;967;18;22;20;16;72;134;87;60;54;22;34;9;16;70;118;82;48;85;283;280;32;223;222;117;24;13;1;0;263;98;361;55;42;36;71;0;157;0;0;0;0;0;0;0;0.0;0.0;1;1;
2745;12;Z99z;0;1172;358;Aalsmeer;Centrum;1431;1;7;23;0;111398;476115;15;306;49558;391;808;15;24;11;12;47;87;52;37;63;13;25;10;14;54;90;46;46;162;173;171;20;149;148;75;16;9;0;0;484;46;530;0;28;77;37;1;387;0;0;0;0;0;0;0;0.0;0.0;1;1;
2746;12;Z99z;0;1173;358;Aalsmeer;Centrum_2;1431;1;7;23;0;111507;475831;18;519;49558;623;982;30;28;17;18;94;135;59;60;53;19;15;15;16;92;116;61;62;92;291;289;33;253;250;126;27;16;0;0;841;72;913;2;20;332;275;20;264;233;0;0;0;0;0;0;0.0;0.0;1;1;
2747;12;Z99z;0;1174;358;Aalsmeer;Stommeer;1431;1;7;23;0;111699;475553;21;464;49558;598;967;16;32;15;19;58;98;50;82;82;20;24;18;14;56;107;45;105;126;262;260;29;226;225;113;25;14;0;0;229;49;278;2;19;96;72;12;77;0;0;0;0;0;0;0;0.0;0.0;1;1;
2748;12;Z99z;0;1175;358;Aalsmeer;Stommeer_2;1431;1;7;23;0;111931;475125;27;525;49464;679;1268;36;39;26;33;114;172;87;64;47;35;31;23;24;100;190;85;58;104;296;294;34;257;254;129;28;16;0;0;291;74;365;0;20;18;76;43;208;437;0;0;0;0;0;0;0.0;0.0;1;1;
2749;12;Z99z;0;1176;358;Aalsmeer;Stommeer_3;1431;1;7;23;0;112210;475446;20;569;49558;736;1246;42;46;24;25;137;176;84;49;29;44;41;31;22;136;187;78;47;48;322;319;36;278;275;140;28;18;1;0;248;51;299;0;37;175;34;1;52;0;0;0;0;0;0;0;0.0;0.0;1;1;
2750;12;Z99z;0;1177;358;Aalsmeer;Stommeer_4;1431;1;7;23;0;112504;475691;57;455;49558;567;970;24;25;19;19;114;118;70;52;43;20;28;20;16;112;137;58;48;47;256;254;29;222;220;111;23;14;0;0;107;46;153;2;23;7;28;1;92;0;0;0;0;0;0;0;0.0;0.0;1;1;
2751;12;Z99z;0;1178;358;Aalsmeer;Stommeer_5;1431;1;7;23;0;112180;474806;26;381;44988;483;890;17;22;14;11;86;126;69;62;27;18;19;19;14;75;125;86;55;45;212;210;26;186;183;94;19;15;0;1;177;30;207;0;12;2;51;36;106;0;0;357;0;0;0;0;0.0;0.0;1;1;
2752;12;Z99z;0;1179;358;Aalsmeer;Stommeer_6;1431;1;7;23;0;112583;475115;16;127;44988;164;284;7;15;4;10;16;32;15;10;12;9;15;11;7;21;41;26;17;16;71;70;9;62;61;32;7;5;0;0;208;21;229;0;58;4;110;2;55;0;0;0;0;0;0;0;0.0;0.0;1;1;
2753;12;Z99z;0;1180;358;Aalsmeer;Stommeer_7;1431;1;7;23;0;112946;475163;32;453;44988;583;1064;30;35;23;24;96;127;71;46;54;32;25;24;34;96;157;56;61;73;252;250;31;221;218;113;23;18;0;1;747;67;814;10;132;21;300;127;224;0;0;576;345;0;0;0;0.0;0.0;1;1;
2754;12;Z99z;0;1181;358;Aalsmeer;Hornmeer_2;1431;1;7;23;0;113177;474605;35;11;44988;14;21;0;1;0;0;6;3;2;0;0;1;0;0;0;5;2;1;0;0;6;6;1;5;5;3;1;0;0;0;974;32;1006;1;371;62;182;2;388;0;0;0;0;0;0;0;0.0;0.0;1;1;
2755;12;Z99z;0;1182;358;Aalsmeer;Hornmeer_3;1431;1;7;23;0;112937;474305;41;33;44988;34;74;1;2;0;0;8;8;9;1;7;3;3;0;1;6;10;4;3;8;19;19;2;16;16;8;1;1;0;0;2679;39;2718;34;1;12;1199;63;1409;0;0;0;0;0;0;0;0.0;0.0;1;1;
2756;12;Z99z;0;1183;358;Aalsmeer;Hornmeer_4;1431;1;7;23;0;112292;474374;24;324;44988;404;731;14;25;16;15;59;78;39;66;50;18;24;12;7;45;81;47;82;53;180;179;22;158;156;80;17;14;0;0;78;29;107;0;10;1;28;2;66;293;0;0;0;0;0;0;0.0;0.0;1;1;
2757;12;Z99z;0;1184;358;Aalsmeer;Hornmeer_5;1431;1;7;23;0;112229;473930;19;280;45677;362;671;24;18;13;14;66;70;40;41;45;26;17;11;9;56;80;39;62;40;156;155;20;138;135;70;15;11;0;0;99;39;138;3;9;4;35;3;84;0;0;0;0;0;0;0;0.0;0.0;1;1;
2758;12;Z99z;0;1185;358;Aalsmeer;Hornmeer_6;1431;1;7;23;0;112747;473961;27;452;44988;582;1075;31;31;28;25;110;130;64;51;69;30;33;15;24;99;137;51;69;78;251;249;31;220;217;113;23;18;0;1;196;50;246;4;24;28;47;5;138;0;0;0;0;0;0;0;0.0;0.0;1;1;
2759;12;Z99z;0;1186;358;Aalsmeer;Kudelstaart;1433;1;7;23;0;110499;471843;59;302;50724;389;798;20;35;21;19;65;129;57;36;25;21;32;22;19;54;132;53;32;26;199;197;23;173;170;87;15;12;0;0;46;37;83;4;21;2;28;1;27;0;0;0;0;0;0;0;0.0;0.0;1;1;
2760;12;Z99z;0;1187;358;Aalsmeer;Kudelstaart_2;1433;1;7;23;0;110450;470893;160;550;50724;725;1315;47;39;26;29;112;207;99;62;31;34;59;26;32;125;210;81;57;39;363;360;40;315;311;160;27;23;0;0;90;49;139;18;7;3;33;1;77;0;0;0;0;0;0;0;0.0;0.0;1;1;
2761;12;Z99z;0;1188;358;Aalsmeer;Kudelstaart_3;1433;1;7;23;0;111297;471693;27;607;50724;837;1449;35;58;30;30;138;179;107;122;43;24;47;27;28;129;199;118;94;41;404;400;45;350;347;179;30;25;0;0;35;40;75;4;7;4;31;1;28;0;0;0;0;0;0;0;0.0;0.0;1;1;
2762;12;Z99z;0;1189;358;Aalsmeer;Kudelstaart_4;1433;1;7;23;0;111884;471946;23;663;50724;915;1500;52;40;16;24;189;189;146;83;27;30;43;19;26;196;181;141;74;24;440;437;50;383;379;196;33;28;0;0;68;74;142;11;25;4;46;1;55;0;0;0;0;0;0;0;0.0;0.0;1;1;
2763;12;Z99z;0;1190;358;Aalsmeer;Kudelstaart_5;1433;1;7;23;0;111725;472187;24;669;50724;923;1455;36;56;24;28;115;163;102;118;61;33;34;24;31;115;184;115;119;97;444;440;50;386;383;198;34;29;0;0;225;61;286;4;33;135;34;22;58;136;0;0;0;0;0;0;0.0;0.0;1;1;
