ID;DEPARTURE;ORIGIN;DESTINATION;SERVICE
37644;08:01:29;631913.9173730104 5808124.069404383;630286.6596792893 5803233.0421831;PersonalVehicle
2005;08:01:29;625495.2665135056 5806727.877555828;626093.0428582436 5804635.196930946;PersonalVehicle
24824;08:01:29;629919.5929489055 5805772.449949378;629900.8166435474 5805962.885491673;PersonalVehicle
776;08:01:30;628144.2308418757 5804133.262936265;625495.2665135056 5806727.877555828;PersonalVehicle
14352;08:01:30;626245.988124528 5802254.907077181;625506.3564786583 5800324.4571683705;PersonalVehicle
40327;08:01:30;627498.1724596496 5810012.366902584;633090.6778579119 5807036.824329233;PersonalVehicle
1190;08:01:30;630396.6829304736 5803974.942099373;631179.1003612746 5804535.5735330805;PersonalVehicle
34225;08:01:30;627124.7368168769 5805087.065607208;625506.3564786583 5800324.4571683705;PersonalVehicle
20102;08:01:30;630538.1552359242 5802733.773636408;630033.9892020524 5802532.048065576;PersonalVehicle
14920;08:01:30;626313.3639534047 5802126.158951388;625495.2665135056 5806727.877555828;PersonalVehicle
1819;08:01:30;626623.4305508286 5806623.048305301;627184.0198303615 5804588.997878477;PersonalVehicle
37496;08:01:31;631913.9173730104 5808124.069404383;628035.0931699035 5802989.110398581;PersonalVehicle
2816;08:01:31;627666.0434567679 5805466.670958349;627042.11360284 5804098.329944776;PersonalVehicle
21769;08:01:31;631469.3570399733 5804739.677953537;631963.5016005058 5803714.088047463;PersonalVehicle
23321;08:01:31;630529.1270461241 5801336.31776745;630377.2935286161 5799276.878224155;PersonalVehicle
26698;08:01:32;632955.4773011857 5806813.277950368;633095.9508737557 5806587.432533813;PersonalVehicle
39144;08:01:32;625495.2665135056 5806727.877555828;630870.6027067486 5807786.48371274;PersonalVehicle
3117;08:01:32;627444.7990183331 5804775.2476242315;626386.0782711251 5806076.136704188;PersonalVehicle
3906;08:01:32;627852.7212639613 5803360.482853586;634266.520278123 5803737.794336154;PersonalVehicle
16957;08:01:32;629300.3285800138 5801023.609814693;630311.6526074877 5801154.261038382;PersonalVehicle
3261;08:01:33;627525.5119600001 5804852.275297754;625646.8030724141 5806901.830403392;PersonalVehicle
21744;08:01:33;631815.7872338839 5804682.069063447;631552.3702811857 5803354.946950363;PersonalVehicle
39768;08:01:33;627498.1724596496 5810012.366902584;625646.8030724141 5806901.830403392;PersonalVehicle
47526;08:01:33;632357.7464165204 5800288.209577048;626439.6123528448 5801460.199706171;PersonalVehicle
19682;08:01:33;630082.9132684582 5802765.457675131;625940.435564189 5804571.841565591;PersonalVehicle
27157;08:01:33;631113.6337079445 5808723.3029025635;631913.9173730104 5808124.069404383;PersonalVehicle
75;08:01:33;629302.3862573855 5805064.29089128;625506.3564786583 5800324.4571683705;PersonalVehicle
27953;08:01:33;629334.0629981009 5805760.1404046565;631913.9173730104 5808124.069404383;PersonalVehicle
33251;08:01:34;630024.1969978783 5802813.8749927515;631552.3702811857 5803354.946950363;PersonalVehicle
37240;08:01:34;631913.9173730104 5808124.069404383;631161.5001696765 5805483.49433852;PersonalVehicle
1706;08:01:34;626764.6820990926 5807940.600458674;626120.8361154031 5803972.223993571;PersonalVehicle
24573;08:01:34;630208.7962957596 5800494.95827244;629711.18198316 5802342.276232958;PersonalVehicle
19850;08:01:35;630068.434272572 5802591.241695289;632357.7464165204 5800288.209577048;PersonalVehicle
4098;08:01:35;626656.104027371 5802770.158893803;625495.2665135056 5806727.877555828;PersonalVehicle
27124;08:01:35;630953.7210780823 5808484.13653065;631219.230666991 5806795.8387692785;PersonalVehicle
24888;08:01:36;630127.6063103296 5805847.85921746;631288.9675087219 5806664.190041645;PersonalVehicle
26024;08:01:36;628641.5359606472 5809269.641065055;625506.3564786583 5800324.4571683705;PersonalVehicle
11353;08:01:36;625506.3564786583 5800324.4571683705;626504.4778797997 5800832.65177595;PersonalVehicle
39473;08:01:36;627498.1724596496 5810012.366902584;628520.5400589094 5809736.391270219;PersonalVehicle
19313;08:01:37;629892.60891662 5802236.925907903;630476.8348186066 5803061.250400972;PersonalVehicle
5324;08:01:37;626335.7415569429 5804263.299181871;625506.3564786583 5800324.4571683705;PersonalVehicle
13514;08:01:37;628690.5891778264 5802570.726505779;627482.8883523437 5801080.1086393725;PersonalVehicle
20693;08:01:37;631871.2098468578 5803385.007851528;628806.2135138725 5800808.219494563;PersonalVehicle
34421;08:01:37;630377.2935286161 5799276.878224155;628308.0737171167 5800591.434230332;PersonalVehicle
18584;08:01:37;625506.3564786583 5800324.4571683705;629855.7929470009 5800722.842230969;PersonalVehicle
14058;08:01:38;628881.877991045 5801488.336387867;630311.6526074877 5801154.261038382;PersonalVehicle
23828;08:01:38;632278.0280785452 5802339.904077971;625506.3564786583 5800324.4571683705;PersonalVehicle
17688;08:01:38;630367.6503196439 5801020.136641238;628157.0235885978 5801956.5377192935;PersonalVehicle
2497;08:01:38;628294.6756258198 5806676.82049145;625506.3564786583 5800324.4571683705;PersonalVehicle
39501;08:01:39;627498.1724596496 5810012.366902584;628796.318909859 5807659.528016352;PersonalVehicle
25899;08:01:39;627973.3362705254 5809389.834382397;628946.5744033937 5809756.541689586;PersonalVehicle
38956;08:01:39;625495.2665135056 5806727.877555828;631952.8769783764 5807152.082884503;PersonalVehicle
39797;08:01:40;627498.1724596496 5810012.366902584;627411.1971072122 5806820.351844081;PersonalVehicle
27794;08:01:41;629957.2513050938 5806532.669780815;630199.0359082518 5807790.634022082;PersonalVehicle
5254;08:01:41;626597.4684930734 5804147.9667380415;625506.3564786583 5800324.4571683705;PersonalVehicle
27561;08:01:41;629870.6892045336 5807710.481364499;630016.2226552009 5806686.630689416;PersonalVehicle
38190;08:01:41;634266.520278123 5803737.794336154;631051.495763265 5805387.893902379;PersonalVehicle
33326;08:01:41;628630.8140478453 5800906.6589869745;628746.5609465039 5801807.568742029;PersonalVehicle
1438;08:01:41;631134.8087368185 5803794.792384548;630686.9080327023 5804693.974495777;PersonalVehicle
37967;08:01:42;631913.9173730104 5808124.069404383;629329.0296712309 5806343.273534869;PersonalVehicle
13188;08:01:42;625506.3564786583 5800324.4571683705;630067.2670755022 5801808.315272171;PersonalVehicle
26174;08:01:42;628909.9042076152 5809396.266048425;628701.8445680389 5809144.266157806;PersonalVehicle
3350;08:01:43;627570.3795071703 5804402.2532955045;625506.3564786583 5800324.4571683705;PersonalVehicle
182;08:01:43;628430.7781968801 5804811.099421953;627494.9178842204 5803609.7160254;PersonalVehicle
13614;08:01:44;629270.151717098 5802205.835218769;628806.2135138725 5800808.219494563;PersonalVehicle
36898;08:01:44;631913.9173730104 5808124.069404383;627411.1971072122 5806820.351844081;PersonalVehicle
17911;08:01:44;629911.8091202718 5800823.9688045075;632391.7168097482 5802782.681415084;PersonalVehicle
16031;08:01:45;626863.5448125779 5801000.286910574;633672.1088953787 5801895.047217489;PersonalVehicle
11;08:01:45;628908.6921367099 5804220.60257605;629965.3964437387 5804616.69259505;PersonalVehicle
13361;08:01:46;625506.3564786583 5800324.4571683705;630311.6526074877 5801154.261038382;PersonalVehicle
24739;08:01:46;630127.3208091593 5806790.396604064;631952.8769783764 5807152.082884503;PersonalVehicle
37613;08:01:47;631913.9173730104 5808124.069404383;628920.545834451 5804297.621372989;PersonalVehicle
16800;08:01:47;628640.1598795146 5801414.232002595;625506.3564786583 5800324.4571683705;PersonalVehicle
23548;08:01:47;631745.7755438068 5801654.30941682;630814.3386336981 5800572.499761111;PersonalVehicle
6017;08:01:47;626406.7911376153 5802815.805842269;630377.2935286161 5799276.878224155;PersonalVehicle
21480;08:01:48;632458.854834254 5804771.748811652;628806.2135138725 5800808.219494563;PersonalVehicle
38341;08:01:48;634266.520278123 5803737.794336154;631460.4509348224 5807541.794748754;PersonalVehicle
37498;08:01:48;631913.9173730104 5808124.069404383;625826.8258250288 5806418.778790863;PersonalVehicle
4792;08:01:49;625750.1166601732 5804268.052116075;625495.2665135056 5806727.877555828;PersonalVehicle
39007;08:01:49;627498.1724596496 5810012.366902584;625646.8030724141 5806901.830403392;PersonalVehicle
15017;08:01:49;626846.0673120106 5801624.344655183;625506.3564786583 5800324.4571683705;PersonalVehicle
14585;08:01:49;625648.7899759035 5801958.256671348;626181.5651357125 5801880.890915174;PersonalVehicle
1341;08:01:50;630793.186990038 5803341.864621915;632015.8589039283 5803105.357481125;PersonalVehicle
21368;08:01:50;632691.279607859 5804474.3684133;625506.3564786583 5800324.4571683705;PersonalVehicle
3412;08:01:50;627534.8734505571 5803867.6167209735;625506.3564786583 5800324.4571683705;PersonalVehicle
16970;08:01:50;629146.1741493287 5801233.451349295;632357.7464165204 5800288.209577048;PersonalVehicle
1090;08:01:50;630524.7816650075 5803682.460265532;629965.3964437387 5804616.69259505;PersonalVehicle
20852;08:01:50;632108.7858499348 5802936.170641103;634266.520278123 5803737.794336154;PersonalVehicle
20992;08:01:50;632454.534611451 5803862.775317433;632357.7464165204 5800288.209577048;PersonalVehicle
14556;08:01:50;625931.2234705926 5801972.454735544;625506.3564786583 5800324.4571683705;PersonalVehicle
16792;08:01:51;628704.8212117102 5801375.890182506;630311.6526074877 5801154.261038382;PersonalVehicle
21781;08:01:51;631422.0967991817 5804877.763987559;632562.9187772468 5804372.072875707;PersonalVehicle
39332;08:01:51;627498.1724596496 5810012.366902584;629541.8535636779 5804873.032657778;PersonalVehicle
37881;08:01:52;631913.9173730104 5808124.069404383;631578.2996255945 5804846.908574782;PersonalVehicle
35810;08:01:52;627498.1724596496 5810012.366902584;630664.3338367734 5806903.036699503;PersonalVehicle
4211;08:01:52;627775.0491334009 5802931.190017954;630429.4214908563 5801706.5317928875;PersonalVehicle
5431;08:01:52;626083.938424171 5804059.14159205;625495.2665135056 5806727.877555828;PersonalVehicle
4799;08:01:53;625834.9240605647 5804383.865338785;625495.2665135056 5806727.877555828;PersonalVehicle
16995;08:01:53;629569.9999184675 5801059.98991958;629035.6005312671 5801134.498969448;PersonalVehicle
35135;08:01:53;633672.1088953787 5801895.047217489;630504.720472179 5802629.75198882;PersonalVehicle
27024;08:01:53;631688.5633548757 5806926.845962888;629892.5581162305 5807752.688450272;PersonalVehicle
20934;08:01:54;633056.3876346468 5804003.693962606;628806.2135138725 5800808.219494563;PersonalVehicle
38479;08:01:54;625495.2665135056 5806727.877555828;630661.8394774082 5801017.504778628;PersonalVehicle
33552;08:01:54;625506.3564786583 5800324.4571683705;626536.3560073142 5803789.392509407;PersonalVehicle
19192;08:01:54;630377.2935286161 5799276.878224155;627544.7805338664 5800537.98672237;PersonalVehicle
34141;08:01:55;627079.4790346425 5805035.170812371;626316.8637535903 5803318.17765114;PersonalVehicle
39397;08:01:55;627498.1724596496 5810012.366902584;626386.0782711251 5806076.136704188;PersonalVehicle
25147;08:01:55;630433.7575914887 5805731.558685166;631460.4509348224 5807541.794748754;PersonalVehicle
3421;08:01:55;627554.2487157155 5804061.008286777;630377.2935286161 5799276.878224155;PersonalVehicle
37987;08:01:56;631913.9173730104 5808124.069404383;630935.6986149243 5805566.655188587;PersonalVehicle
21767;08:01:56;631273.4933144508 5804807.439400747;631963.5016005058 5803714.088047463;PersonalVehicle
3049;08:01:57;627331.413653734 5805425.494930248;625506.3564786583 5800324.4571683705;PersonalVehicle
16751;08:01:57;628531.8781636601 5801098.236016519;630311.6526074877 5801154.261038382;PersonalVehicle
15422;08:01:57;628164.1062200887 5802164.944418968;627803.336217577 5800562.745674642;PersonalVehicle
26320;08:01:57;632857.2246578517 5806466.046087941;634114.9628008456 5804339.587989593;PersonalVehicle
23451;08:01:58;631301.9191257682 5800787.73899356;631734.2590412488 5800278.069334243;PersonalVehicle
21061;08:01:58;631795.4261721455 5803902.589921584;625506.3564786583 5800324.4571683705;PersonalVehicle
38438;08:01:58;625495.2665135056 5806727.877555828;625646.8030724141 5806901.830403392;PersonalVehicle
23715;08:01:58;632108.9854807341 5802060.602259083;630467.6870562502 5803163.118489869;PersonalVehicle
22040;08:01:59;633862.166944274 5804682.801056989;631168.2550188373 5803222.395617704;PersonalVehicle
22679;08:01:59;634266.520278123 5803737.794336154;631168.2550188373 5803222.395617704;PersonalVehicle
18603;08:01:59;625506.3564786583 5800324.4571683705;630311.6526074877 5801154.261038382;PersonalVehicle
15890;08:01:59;626165.3383010039 5801142.28168664;630377.2935286161 5799276.878224155;PersonalVehicle
37637;08:02:00;631913.9173730104 5808124.069404383;629032.9629447836 5805166.453968019;PersonalVehicle
38097;08:02:00;631913.9173730104 5808124.069404383;630310.9932183626 5806160.422321548;PersonalVehicle
50256;08:02:00;632357.7464165204 5800288.209577048;630686.9080327023 5804693.974495777;PersonalVehicle
14816;08:02:01;626119.3509415444 5801673.875896732;625506.3564786583 5800324.4571683705;PersonalVehicle
27385;08:02:01;630961.7659506166 5808228.201267742;629892.5581162305 5807752.688450272;PersonalVehicle
23276;08:02:01;630556.5685364192 5801596.061955216;632176.4055370553 5801989.26311193;PersonalVehicle
16491;08:02:02;627809.4066451882 5801363.391411682;630383.8668532941 5800673.830420761;PersonalVehicle
24437;08:02:02;630625.1980020383 5800658.967141325;630814.3386336981 5800572.499761111;PersonalVehicle
35880;08:02:03;631913.9173730104 5808124.069404383;631011.6062114218 5808122.76757981;PersonalVehicle
24414;08:02:03;630700.3117617981 5800799.815304342;632182.4040463704 5802321.307775595;PersonalVehicle
50145;08:02:03;632357.7464165204 5800288.209577048;625646.8030724141 5806901.830403392;PersonalVehicle
15149;08:02:03;627181.7587083983 5801931.691370024;625506.3564786583 5800324.4571683705;PersonalVehicle
6746;08:02:04;625495.2665135056 5806727.877555828;626811.8939939459 5804501.047139397;PersonalVehicle
14281;08:02:04;629840.4789435602 5801839.340329427;632357.7464165204 5800288.209577048;PersonalVehicle
4765;08:02:04;625830.7315141093 5804524.8818129245;626816.4987259124 5801981.677008908;PersonalVehicle
21218;08:02:04;632207.6599492173 5804227.164906445;632830.3038002892 5804124.373187255;PersonalVehicle
4421;08:02:05;625888.8423756722 5805370.111193342;625506.3564786583 5800324.4571683705;PersonalVehicle
13677;08:02:05;629476.6625519472 5802546.366777999;629018.1929300064 5801894.481615393;PersonalVehicle
16701;08:02:05;627953.4697241845 5801490.002308591;630506.0697654895 5799963.758332894;PersonalVehicle
43320;08:02:05;625495.2665135056 5806727.877555828;626386.30154731 5801954.367280924;PersonalVehicle
40326;08:02:05;627498.1724596496 5810012.366902584;632904.3727508249 5806854.580075495;PersonalVehicle
22118;08:02:05;634266.520278123 5803737.794336154;634114.9628008456 5804339.587989593;PersonalVehicle
48897;08:02:06;627498.1724596496 5810012.366902584;631952.8769783764 5807152.082884503;PersonalVehicle
6951;08:02:06;625495.2665135056 5806727.877555828;625646.8030724141 5806901.830403392;PersonalVehicle
18461;08:02:06;625506.3564786583 5800324.4571683705;629441.1837718184 5800468.355883743;PersonalVehicle
48661;08:02:07;631913.9173730104 5808124.069404383;628796.318909859 5807659.528016352;PersonalVehicle
15600;08:02:07;628417.6031987524 5802050.087730327;628806.2135138725 5800808.219494563;PersonalVehicle
18385;08:02:07;625506.3564786583 5800324.4571683705;628279.1377961327 5802167.3118915465;PersonalVehicle
21817;08:02:07;630856.3681754237 5804965.25812666;632685.9946401806 5800899.028232628;PersonalVehicle
34183;08:02:08;626919.4565948419 5804796.86272224;625495.2665135056 5806727.877555828;PersonalVehicle
18512;08:02:08;625506.3564786583 5800324.4571683705;629855.7929470009 5800722.842230969;PersonalVehicle
630;08:02:09;628236.7128912122 5804868.507040525;625506.3564786583 5800324.4571683705;PersonalVehicle
14528;08:02:09;625917.0755270593 5801975.665963074;625643.9526090631 5801580.85481227;PersonalVehicle
25020;08:02:09;630511.731338077 5805521.565370651;633787.9719632127 5805529.43030911;PersonalVehicle
27605;08:02:09;630177.1241189084 5807951.668315513;630541.4161842077 5805434.362692473;PersonalVehicle
34984;08:02:09;632357.7464165204 5800288.209577048;629108.4260458086 5800886.099310421;PersonalVehicle
12986;08:02:10;625506.3564786583 5800324.4571683705;626504.4778797997 5800832.65177595;PersonalVehicle
15244;08:02:10;627643.157367625 5802471.313258498;628308.7672744119 5802844.24148766;PersonalVehicle
21739;08:02:10;630731.0971820768 5805024.659680943;632015.8589039283 5803105.357481125;PersonalVehicle
37676;08:02:11;631913.9173730104 5808124.069404383;625646.8030724141 5806901.830403392;PersonalVehicle
3441;08:02:11;627473.0191215734 5803627.935087708;628338.2088584577 5804406.841104609;PersonalVehicle
24448;08:02:12;630769.0920421656 5800491.333932708;632357.7464165204 5800288.209577048;PersonalVehicle
10016;08:02:12;625506.3564786583 5800324.4571683705;625646.8030724141 5806901.830403392;PersonalVehicle
40213;08:02:12;627498.1724596496 5810012.366902584;632088.0207608567 5801474.236443215;PersonalVehicle
42714;08:02:12;625495.2665135056 5806727.877555828;625817.0158322025 5802305.126417828;PersonalVehicle
27511;08:02:13;630492.1501550488 5808032.639795074;629427.4209686655 5805980.858644696;PersonalVehicle
38068;08:02:13;631913.9173730104 5808124.069404383;625826.8258250288 5806418.778790863;PersonalVehicle
23770;08:02:13;631995.3831002304 5801676.932629773;632357.7464165204 5800288.209577048;PersonalVehicle
38946;08:02:13;625495.2665135056 5806727.877555828;627659.8754597463 5808596.108896154;PersonalVehicle
16215;08:02:13;627535.5640240522 5801224.526968634;625506.3564786583 5800324.4571683705;PersonalVehicle
28297;08:02:14;631634.9898192547 5808030.092430701;627498.1724596496 5810012.366902584;PersonalVehicle
28199;08:02:14;631284.1002841294 5807705.117053768;626941.4929023454 5800657.555134347;PersonalVehicle
17072;08:02:14;629120.5254765475 5800445.688250725;628399.619337237 5802993.524255849;PersonalVehicle
20854;08:02:14;632148.5703350063 5802965.996557554;631127.2365734233 5801323.043143567;PersonalVehicle
49516;08:02:14;632357.7464165204 5800288.209577048;629711.18198316 5802342.276232958;PersonalVehicle
11148;08:02:14;625495.2665135056 5806727.877555828;627875.4688415291 5803237.629602106;PersonalVehicle
25827;08:02:14;627860.9646891737 5809028.225207755;628581.5403382011 5809441.304447401;PersonalVehicle
25716;08:02:15;628358.8275106634 5808799.3731773;632357.7464165204 5800288.209577048;PersonalVehicle
14661;08:02:15;625984.7438837402 5802075.478549789;625506.3564786583 5800324.4571683705;PersonalVehicle
39392;08:02:15;627498.1724596496 5810012.366902584;628188.3445625893 5806062.346188031;PersonalVehicle
806;08:02:15;627973.9492243686 5803786.351681101;625506.3564786583 5800324.4571683705;PersonalVehicle
16406;08:02:15;627257.5041700241 5801321.5138383545;625506.3564786583 5800324.4571683705;PersonalVehicle
40245;08:02:15;627498.1724596496 5810012.366902584;630506.0697654895 5799963.758332894;PersonalVehicle
11254;08:02:16;625506.3564786583 5800324.4571683705;626504.4778797997 5800832.65177595;PersonalVehicle
24682;08:02:16;630242.8325504959 5807219.643860754;628796.318909859 5807659.528016352;PersonalVehicle
43031;08:02:16;625506.3564786583 5800324.4571683705;625965.6093359436 5801026.913977332;PersonalVehicle
43992;08:02:16;625506.3564786583 5800324.4571683705;627186.0483003092 5801014.073877988;PersonalVehicle
666;08:02:16;628014.111704067 5805155.779113462;627411.1971072122 5806820.351844081;PersonalVehicle
34877;08:02:17;630377.2935286161 5799276.878224155;625646.8030724141 5806901.830403392;PersonalVehicle
24640;08:02:17;630376.6644472636 5807129.476182254;625495.2665135056 5806727.877555828;PersonalVehicle
34109;08:02:17;626787.1829797082 5804981.947934546;626949.9679875593 5802823.356431143;PersonalVehicle
16134;08:02:17;627179.001474021 5801400.384490548;625506.3564786583 5800324.4571683705;PersonalVehicle
4879;08:02:18;625739.4198161272 5804294.969832011;627101.5388682911 5804977.751106098;PersonalVehicle
25026;08:02:18;630454.3358222073 5805272.334629038;631866.3640289842 5804384.063591917;PersonalVehicle
24855;08:02:18;630002.0095712438 5806005.040355015;631051.495763265 5805387.893902379;PersonalVehicle
37382;08:02:18;631913.9173730104 5808124.069404383;631566.3718439323 5807458.589816008;PersonalVehicle
13973;08:02:18;628753.1300199244 5801603.933807906;627875.4688415291 5803237.629602106;PersonalVehicle
