ID;DEPARTURE;ORIGIN;DESTINATION;SERVICE
5987;08:00:31;626277.7700031445 5802518.317517767;625495.2665135056 5806727.877555828;PersonalVehicle
14544;08:00:31;625955.3850268247 5802052.486831582;625506.3564786583 5800324.4571683705;PersonalVehicle
3339;08:00:31;627726.6102705259 5804460.73142907;627653.3014178807 5804418.476359326;PersonalVehicle
14103;08:00:31;629151.9799651647 5801751.583448578;629035.6005312671 5801134.498969448;PersonalVehicle
14912;08:00:32;626375.6561793193 5801735.690228021;626502.0847067405 5802989.750808262;PersonalVehicle
25986;08:00:32;628567.5917709423 5809144.012543689;628701.8445680389 5809144.266157806;PersonalVehicle
26465;08:00:32;633364.1877322885 5806428.353962615;632527.3144232618 5803472.190611617;PersonalVehicle
20635;08:00:33;631575.514935547 5803154.788403074;634266.520278123 5803737.794336154;PersonalVehicle
38441;08:00:33;625495.2665135056 5806727.877555828;627411.1971072122 5806820.351844081;PersonalVehicle
2714;08:00:34;627434.5434847714 5806246.821752582;627582.2232362234 5806241.374532072;PersonalVehicle
25821;08:00:34;627619.6145598532 5809093.747721721;628149.9078702495 5809309.376016442;PersonalVehicle
18494;08:00:34;625506.3564786583 5800324.4571683705;629855.7929470009 5800722.842230969;PersonalVehicle
50180;08:00:35;632357.7464165204 5800288.209577048;628796.9098383952 5800354.997978297;PersonalVehicle
